raceId,year,round,circuitId,name,date,time,url,fp1_date,fp1_time,fp2_date,fp2_time,fp3_date,fp3_time,quali_date,quali_time,sprint_date,sprint_time,date and name,fastestLapTimeSeconds
350,2010,14,14,Italian Grand Prix,2010-09-12,12:00:00,http://en.wikipedia.org/wiki/2010_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-09-12 Italian Grand Prix,84.139
351,2010,15,15,Singapore Grand Prix,2010-09-26,12:00:00,http://en.wikipedia.org/wiki/2010_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-09-26 Singapore Grand Prix,107.976
352,2010,16,22,Japanese Grand Prix,2010-10-10,06:00:00,http://en.wikipedia.org/wiki/2010_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-10-10 Japanese Grand Prix,93.47399999999999
353,2010,17,35,Korean Grand Prix,2010-10-24,05:00:00,http://en.wikipedia.org/wiki/2010_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-10-24 Korean Grand Prix,110.257
354,2010,18,18,Brazilian Grand Prix,2010-11-07,16:00:00,http://en.wikipedia.org/wiki/2010_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-11-07 Brazilian Grand Prix,73.851
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2010-11-14 Abu Dhabi Grand Prix,101.274
841,2011,1,1,Australian Grand Prix,2011-03-27,06:00:00,http://en.wikipedia.org/wiki/2011_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-03-27 Australian Grand Prix,88.947
842,2011,2,2,Malaysian Grand Prix,2011-04-10,08:00:00,http://en.wikipedia.org/wiki/2011_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-04-10 Malaysian Grand Prix,100.571
843,2011,3,17,Chinese Grand Prix,2011-04-17,07:00:00,http://en.wikipedia.org/wiki/2011_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-04-17 Chinese Grand Prix,98.993
844,2011,4,5,Turkish Grand Prix,2011-05-08,12:00:00,http://en.wikipedia.org/wiki/2011_Turkish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-05-08 Turkish Grand Prix,89.703
845,2011,5,4,Spanish Grand Prix,2011-05-22,12:00:00,http://en.wikipedia.org/wiki/2011_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-05-22 Spanish Grand Prix,86.727
846,2011,6,6,Monaco Grand Prix,2011-05-29,12:00:00,http://en.wikipedia.org/wiki/2011_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-05-29 Monaco Grand Prix,76.23400000000001
847,2011,7,7,Canadian Grand Prix,2011-06-12,17:00:00,http://en.wikipedia.org/wiki/2011_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-06-12 Canadian Grand Prix,76.956
848,2011,8,12,European Grand Prix,2011-06-26,12:00:00,http://en.wikipedia.org/wiki/2011_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-06-26 European Grand Prix,101.852
849,2011,9,9,British Grand Prix,2011-07-10,12:00:00,http://en.wikipedia.org/wiki/2011_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-07-10 British Grand Prix,94.908
850,2011,10,20,German Grand Prix,2011-07-24,12:00:00,http://en.wikipedia.org/wiki/2011_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-07-24 German Grand Prix,94.30199999999999
851,2011,11,11,Hungarian Grand Prix,2011-07-31,12:00:00,http://en.wikipedia.org/wiki/2011_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-07-31 Hungarian Grand Prix,83.41499999999999
852,2011,12,13,Belgian Grand Prix,2011-08-28,12:00:00,http://en.wikipedia.org/wiki/2011_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-08-28 Belgian Grand Prix,109.88300000000001
853,2011,13,14,Italian Grand Prix,2011-09-11,12:00:00,http://en.wikipedia.org/wiki/2011_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-09-11 Italian Grand Prix,86.187
854,2011,14,15,Singapore Grand Prix,2011-09-25,12:00:00,http://en.wikipedia.org/wiki/2011_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-09-25 Singapore Grand Prix,108.45400000000001
855,2011,15,22,Japanese Grand Prix,2011-10-09,06:00:00,http://en.wikipedia.org/wiki/2011_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-10-09 Japanese Grand Prix,96.568
856,2011,16,35,Korean Grand Prix,2011-10-16,06:00:00,http://en.wikipedia.org/wiki/2011_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-10-16 Korean Grand Prix,99.60499999999999
857,2011,17,68,Indian Grand Prix,2011-10-30,09:30:00,http://en.wikipedia.org/wiki/2011_Indian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-10-30 Indian Grand Prix,87.249
858,2011,18,24,Abu Dhabi Grand Prix,2011-11-13,13:00:00,http://en.wikipedia.org/wiki/2011_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-11-13 Abu Dhabi Grand Prix,102.612
859,2011,19,18,Brazilian Grand Prix,2011-11-27,16:00:00,http://en.wikipedia.org/wiki/2011_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2011-11-27 Brazilian Grand Prix,75.324
860,2012,1,1,Australian Grand Prix,2012-03-18,06:00:00,http://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-03-18 Australian Grand Prix,89.187
861,2012,2,2,Malaysian Grand Prix,2012-03-25,08:00:00,http://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-03-25 Malaysian Grand Prix,100.72200000000001
862,2012,3,17,Chinese Grand Prix,2012-04-15,07:00:00,http://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-04-15 Chinese Grand Prix,99.96000000000001
863,2012,4,3,Bahrain Grand Prix,2012-04-22,12:00:00,http://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-04-22 Bahrain Grand Prix,96.37899999999999
864,2012,5,4,Spanish Grand Prix,2012-05-13,12:00:00,http://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-05-13 Spanish Grand Prix,86.25
865,2012,6,6,Monaco Grand Prix,2012-05-27,12:00:00,http://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-05-27 Monaco Grand Prix,77.29599999999999
866,2012,7,7,Canadian Grand Prix,2012-06-10,18:00:00,http://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-06-10 Canadian Grand Prix,75.752
867,2012,8,12,European Grand Prix,2012-06-24,12:00:00,http://en.wikipedia.org/wiki/2012_European_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-06-24 European Grand Prix,102.163
868,2012,9,9,British Grand Prix,2012-07-08,12:00:00,http://en.wikipedia.org/wiki/2012_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-07-08 British Grand Prix,94.661
869,2012,10,10,German Grand Prix,2012-07-22,12:00:00,http://en.wikipedia.org/wiki/2012_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-07-22 German Grand Prix,78.725
870,2012,11,11,Hungarian Grand Prix,2012-07-29,12:00:00,http://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-07-29 Hungarian Grand Prix,84.136
871,2012,12,13,Belgian Grand Prix,2012-09-02,12:00:00,http://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-09-02 Belgian Grand Prix,112.822
872,2012,13,14,Italian Grand Prix,2012-09-09,12:00:00,http://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-09-09 Italian Grand Prix,87.239
873,2012,14,15,Singapore Grand Prix,2012-09-23,12:00:00,http://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-09-23 Singapore Grand Prix,111.033
874,2012,15,22,Japanese Grand Prix,2012-10-07,06:00:00,http://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-10-07 Japanese Grand Prix,95.774
875,2012,16,35,Korean Grand Prix,2012-10-14,06:00:00,http://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-10-14 Korean Grand Prix,102.037
876,2012,17,68,Indian Grand Prix,2012-10-28,09:30:00,http://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-10-28 Indian Grand Prix,88.203
877,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,13:00:00,http://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-11-04 Abu Dhabi Grand Prix,103.964
878,2012,19,69,United States Grand Prix,2012-11-18,19:00:00,http://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-11-18 United States Grand Prix,99.34700000000001
879,2012,20,18,Brazilian Grand Prix,2012-11-25,16:00:00,http://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2012-11-25 Brazilian Grand Prix,78.069
880,2013,1,1,Australian Grand Prix,2013-03-17,06:00:00,http://en.wikipedia.org/wiki/2013_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-03-17 Australian Grand Prix,89.274
881,2013,2,2,Malaysian Grand Prix,2013-03-24,08:00:00,http://en.wikipedia.org/wiki/2013_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-03-24 Malaysian Grand Prix,99.199
882,2013,3,17,Chinese Grand Prix,2013-04-14,07:00:00,http://en.wikipedia.org/wiki/2013_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-04-14 Chinese Grand Prix,96.80799999999999
883,2013,4,3,Bahrain Grand Prix,2013-04-21,12:00:00,http://en.wikipedia.org/wiki/2013_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-04-21 Bahrain Grand Prix,96.961
884,2013,5,4,Spanish Grand Prix,2013-05-12,12:00:00,http://en.wikipedia.org/wiki/2013_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-05-12 Spanish Grand Prix,86.217
885,2013,6,6,Monaco Grand Prix,2013-05-26,12:00:00,http://en.wikipedia.org/wiki/2013_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-05-26 Monaco Grand Prix,76.577
886,2013,7,7,Canadian Grand Prix,2013-06-09,18:00:00,http://en.wikipedia.org/wiki/2013_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-06-09 Canadian Grand Prix,76.182
887,2013,8,9,British Grand Prix,2013-06-30,12:00:00,http://en.wikipedia.org/wiki/2013_British_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-06-30 British Grand Prix,93.40100000000001
888,2013,9,20,German Grand Prix,2013-07-07,12:00:00,http://en.wikipedia.org/wiki/2013_German_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-07-07 German Grand Prix,93.468
890,2013,10,11,Hungarian Grand Prix,2013-07-28,12:00:00,http://en.wikipedia.org/wiki/2013_Hungarian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-07-28 Hungarian Grand Prix,84.069
891,2013,11,13,Belgian Grand Prix,2013-08-25,12:00:00,http://en.wikipedia.org/wiki/2013_Belgian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-08-25 Belgian Grand Prix,110.756
892,2013,12,14,Italian Grand Prix,2013-09-08,12:00:00,http://en.wikipedia.org/wiki/2013_Italian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-09-08 Italian Grand Prix,85.849
893,2013,13,15,Singapore Grand Prix,2013-09-22,12:00:00,http://en.wikipedia.org/wiki/2013_Singapore_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-09-22 Singapore Grand Prix,108.574
894,2013,14,35,Korean Grand Prix,2013-10-06,06:00:00,http://en.wikipedia.org/wiki/2013_Korean_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-10-06 Korean Grand Prix,101.38
895,2013,15,22,Japanese Grand Prix,2013-10-13,06:00:00,http://en.wikipedia.org/wiki/2013_Japanese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-10-13 Japanese Grand Prix,94.587
896,2013,16,68,Indian Grand Prix,2013-10-27,09:30:00,http://en.wikipedia.org/wiki/2013_Indian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-10-27 Indian Grand Prix,87.679
897,2013,17,24,Abu Dhabi Grand Prix,2013-11-03,13:00:00,http://en.wikipedia.org/wiki/2013_Abu_Dhabi_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-11-03 Abu Dhabi Grand Prix,103.434
898,2013,18,69,United States Grand Prix,2013-11-17,19:00:00,http://en.wikipedia.org/wiki/2013_United_States_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-11-17 United States Grand Prix,99.856
899,2013,19,18,Brazilian Grand Prix,2013-11-24,16:00:00,http://en.wikipedia.org/wiki/2013_Brazilian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2013-11-24 Brazilian Grand Prix,75.436
900,2014,1,1,Australian Grand Prix,2014-03-16,06:00:00,http://en.wikipedia.org/wiki/2014_Australian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-03-16 Australian Grand Prix,92.47800000000001
901,2014,2,2,Malaysian Grand Prix,2014-03-30,08:00:00,http://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-03-30 Malaysian Grand Prix,103.066
902,2014,3,3,Bahrain Grand Prix,2014-04-06,15:00:00,http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-04-06 Bahrain Grand Prix,97.02000000000001
903,2014,4,17,Chinese Grand Prix,2014-04-20,07:00:00,http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-04-20 Chinese Grand Prix,100.402
904,2014,5,4,Spanish Grand Prix,2014-05-11,12:00:00,http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-05-11 Spanish Grand Prix,88.918
905,2014,6,6,Monaco Grand Prix,2014-05-25,12:00:00,http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-05-25 Monaco Grand Prix,78.479
906,2014,7,7,Canadian Grand Prix,2014-06-08,18:00:00,http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2014-06-08 Canadian Grand Prix,78.504
